NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
QKLEGBE28HG,96,275,GJJX10196373786872,JUCF08987874206546,82.37,1652319624.214576,1657762824.214578,471-03-7833,rechazado
EFKNGBN8QWW,96,275,GJJX10196373786872,BWBB36106793140279,733.12,1651110024.214599,1658626824.2146,471-03-7833,rechazado
IQXAGB7E0H0,96,275,GJJX10196373786872,BCAI27233380077521,562.96,1650937224.214621,1658713224.214623,471-03-7833,rechazado
OZCXGBG3JYL,96,275,GJJX10196373786872,BVTB03640741821558,205.2,1652492424.214644,1657330824.214646,471-03-7833,pendiente
NRBLGB1RSJF,96,275,GJJX10196373786872,UGRV99388483225114,670.36,1653615624.214667,1658454024.214669,471-03-7833,pendiente
USORGBUM9CO,96,275,GJJX10196373786872,NNQI82156120680949,823.24,1650505224.21469,1658454024.214691,471-03-7833,pendiente
OXXUGB60I98,96,275,GJJX10196373786872,XKHY00003511447016,161.14,1651110024.214712,1657762824.214714,471-03-7833,aceptado
BXGJGB9NQD6,96,275,GJJX10196373786872,HIIY99128155450164,922.94,1652578824.214735,1658454024.214736,471-03-7833,rechazado
LWXJGBYICMT,96,275,GJJX10196373786872,ZLIA27533165812293,517.16,1650937224.214757,1657935624.214759,471-03-7833,aceptado
GOJAGBC119A,96,275,GJJX10196373786872,RCJW86053799378173,968.63,1650159624.21478,1657330824.214781,471-03-7833,rechazado
WFVDGBX0ORZ,96,275,GJJX10196373786872,LTKK99061566532566,127.27,1652319624.214802,1658281224.214804,471-03-7833,rechazado
QLSEGBFUNCZ,96,275,GJJX10196373786872,WRJW33163230561198,129.47,1653615624.214825,1657676424.214826,471-03-7833,rechazado
YMIKGBM6PC5,96,275,GJJX10196373786872,TBLE25765445627272,396.76,1650159624.214847,1657590024.214849,471-03-7833,pendiente
ZHGIGBKL2OC,96,275,GJJX10196373786872,NRUL51025531459017,454.63,1652751624.214869,1657244424.214871,471-03-7833,rechazado
CHMMGB1BJST,96,275,GJJX10196373786872,URUT30771313393550,465.1,1653183624.214891,1658540424.214893,471-03-7833,rechazado
UBSGGBT5YHW,96,275,GJJX10196373786872,JWIV05905261682778,32.48,1652060424.214914,1658367624.214915,471-03-7833,pendiente
CVOLGBOCGW3,96,275,GJJX10196373786872,VUKA50177038016162,434.67,1652492424.214936,1658022024.214938,471-03-7833,aceptado
SJSMGBA8CNK,62,282,BMRL05097896304883,TRGV18618045507289,792.69,1652233224.215219,1658713224.215221,871-62-9421,aceptado
TFOFGB2MA6C,62,282,BMRL05097896304883,ATUZ99647498342337,941.74,1650764424.215242,1658194824.215243,871-62-9421,aceptado
QPPMGBR3V8G,62,282,XHHY45395216339936,FPWJ91143005174476,766.14,1653442824.215264,1657503624.215266,871-62-9421,rechazado
YFSVGBC254R,62,282,XHHY45395216339936,IHVR58915651829799,733.63,1650678024.215303,1658108424.215305,871-62-9421,pendiente
NHYZGBCCUY5,62,282,XHHY45395216339936,MQLZ48221214038568,729.42,1652492424.215326,1658281224.215327,871-62-9421,rechazado
HTSAGB8MVMJ,62,282,XHHY45395216339936,LXDW89703860669883,812.46,1652406024.215348,1658713224.215349,871-62-9421,pendiente
ZJRRGBL1GQY,62,282,XHHY45395216339936,DCKN84377299488751,161.84,1651628424.215373,1657676424.215375,871-62-9421,rechazado
GCTLGBZJ085,62,282,XHHY45395216339936,XAKY57284017274822,794.73,1650937224.215395,1657503624.215397,871-62-9421,pendiente
DINLGBXZW0Q,62,282,XHHY45395216339936,SCVH82701855653167,395.37,1652751624.215421,1658367624.215423,871-62-9421,aceptado
AGOLGBNFUAY,62,282,XHHY45395216339936,XTSQ19997405871841,411.87,1651282824.215443,1657590024.215445,871-62-9421,pendiente
NGSNGBP0UHB,62,282,XHHY45395216339936,TZLB92425736580559,246.15,1653615624.215466,1657158024.215467,871-62-9421,aceptado
GUJCGBNTFNK,62,282,OGON99566732703070,FDFQ31163802621658,453.46,1651801224.2155,1657849224.215501,871-62-9421,pendiente
HSWYGB1USKP,62,282,OGON99566732703070,YHVO01138118191024,161.81,1653183624.215539,1657935624.21554,871-62-9421,aceptado
UQPAGBI5EAT,62,282,OGON99566732703070,OSQE44999354272533,190.51,1652578824.215561,1657417224.215563,871-62-9421,rechazado
OXIGGB68IVT,62,282,OGON99566732703070,EXTM76092904106023,351.3,1651282824.215584,1657330824.215586,871-62-9421,aceptado
EFYKGBZSW24,62,282,OGON99566732703070,JCVG09766734157659,296.15,1651369224.215606,1658367624.215608,871-62-9421,pendiente
NFTOGBNQ015,62,282,OGON99566732703070,AVBD99773780430358,115.81,1651196424.215628,1657849224.21563,871-62-9421,pendiente
BKZPGBVDU5X,62,282,OGON99566732703070,IYBM53335091013591,366.8,1652924424.215651,1658108424.215652,871-62-9421,pendiente
UUOCGBF8SS1,62,282,OGON99566732703070,RMIU32777391882159,780.44,1651801224.215673,1658799624.215674,871-62-9421,rechazado
KUUOGBHW208,62,282,OGON99566732703070,FCWI64321334401287,719.39,1651282824.215695,1657849224.215697,871-62-9421,aceptado
CDYGGB6POI2,37,79,CVWW38658117477048,URPL97283079339304,150.13,1651542024.216028,1657330824.21603,840-34-2207,rechazado
GPTPGBGX18L,37,79,CVWW38658117477048,DMKN52967262305771,18.6,1652406024.216069,1658022024.21607,840-34-2207,pendiente
ANUZGBIIYX7,37,79,CVWW38658117477048,VKIT24038443171875,613.36,1653356424.216092,1658626824.216093,840-34-2207,pendiente
RGWGGBWO5D0,37,79,CVWW38658117477048,FJQD03358255343806,596.57,1651628424.216114,1657676424.216116,840-34-2207,rechazado
TVOBGB8UMUK,37,79,IJMI10092380829942,FSPB79483513322487,828.49,1651455624.216137,1658454024.216138,840-34-2207,aceptado
AKPYGBE9ZT8,37,79,IJMI10092380829942,JOJG53277283664354,430.88,1652751624.216175,1657935624.216177,840-34-2207,pendiente
FHVAGB4HN2S,37,79,IJMI10092380829942,OVEW66763904980790,81.34,1650591624.216197,1657244424.216199,840-34-2207,rechazado
SJJAGBWRFAB,37,79,IJMI10092380829942,NTTF00942104504616,106.57,1650418824.21622,1657849224.216221,840-34-2207,pendiente
OBECGBDQTEE,37,79,IJMI10092380829942,NXKY33297657829147,41.08,1650678024.216242,1658367624.216244,840-34-2207,rechazado
CHZSGBCUV3B,37,79,IJMI10092380829942,TDEZ48385695157012,745.34,1650764424.216264,1658367624.216266,840-34-2207,aceptado
RVTXGB5ZSBP,37,79,IJMI10092380829942,EVII23255833908387,409.2,1651282824.216286,1657503624.216288,840-34-2207,aceptado
LLKFGB0MZDB,37,79,IJMI10092380829942,LFMP73786431876945,433.83,1652665224.216309,1658194824.21631,840-34-2207,aceptado
IYTRGBNTJAZ,37,79,IJMI10092380829942,CDYE37820728720323,839.42,1653356424.216331,1657676424.216332,840-34-2207,aceptado
IHABGBL2JOV,37,79,IJMI10092380829942,TBKL74595514617959,614.55,1651974024.216352,1658022024.216354,840-34-2207,pendiente
JUMQGBE64OR,37,79,IJMI10092380829942,LZND10289530181466,179.53,1652319624.216395,1657071624.216397,840-34-2207,pendiente
IBLSGBTQOTV,37,79,IJMI10092380829942,JKPB34565011059204,349.39,1651196424.216418,1658799624.216419,840-34-2207,pendiente
QJIMGB5HE0M,37,79,SYIZ93858332976214,XXXM55465306251238,391.55,1651542024.216441,1657330824.216443,840-34-2207,rechazado
UFVVGBNRX72,37,79,SYIZ93858332976214,EPJS07782861993768,653.89,1652492424.21648,1657244424.216482,840-34-2207,rechazado
UOWTGB0N82V,37,79,SYIZ93858332976214,KRHB04962339698220,171.06,1653529224.216503,1657676424.216504,840-34-2207,pendiente
DXGTGB4TGBC,37,79,SYIZ93858332976214,XHDS03911033235686,634.14,1651628424.216525,1657935624.216527,840-34-2207,aceptado
CKUZGBYH6UD,82,227,IMSE20120595876360,LYVQ67996949912428,680.35,1652578824.216807,1657676424.216808,084-48-9656,rechazado
CBJJGBCKGXW,82,227,IMSE20120595876360,YSXR64291464690738,127.22,1650937224.216845,1657503624.216847,084-48-9656,pendiente
JFOVGB1MPFH,82,227,IMSE20120595876360,JZGA98416565963500,436.86,1652146824.216868,1658799624.216869,084-48-9656,rechazado
NFPSGB7387L,82,227,IMSE20120595876360,DTQW61653555525514,457.28,1652578824.21689,1657935624.216892,084-48-9656,rechazado
YAWDGBB4JNV,82,227,IMSE20120595876360,KZXU44269639134724,511.21,1653270024.216913,1657762824.216914,084-48-9656,pendiente
SBCQGB7QIQV,82,227,IMSE20120595876360,EIBA35517042733511,251.98,1651110024.216935,1658022024.216937,084-48-9656,aceptado
NDXMGBAS9T0,82,227,IMSE20120595876360,IPOJ65982112641894,928.92,1650159624.216958,1657935624.216959,084-48-9656,rechazado
TKPWGBTDB5I,82,227,IMSE20120595876360,QFWP63544524314665,92.25,1652492424.21698,1658626824.216982,084-48-9656,pendiente
DVBGGBQOH7O,82,227,IMSE20120595876360,OXDV18327395402057,547.88,1650937224.217002,1658022024.217004,084-48-9656,rechazado
WGQJGB1S340,82,227,IMSE20120595876360,JVYS45209420771671,709.77,1652060424.21704,1657849224.217042,084-48-9656,rechazado
GGVAGBNXKTN,82,227,IMSE20120595876360,BOVW63429771568477,638.05,1652751624.217064,1658713224.217066,084-48-9656,aceptado
BRNNGB8VNIS,82,227,IMSE20120595876360,OKSJ11113671970822,784.04,1653615624.217087,1658799624.217088,084-48-9656,aceptado
CEBKGBDIE7H,82,227,IMSE20120595876360,YZVN85252376215271,854.4,1652578824.21711,1657158024.217111,084-48-9656,rechazado
DXBDGBJYTB2,82,227,IMSE20120595876360,WEKY01444293678046,275.77,1651714824.217132,1657244424.217133,084-48-9656,pendiente
DGTXGB69AOK,82,227,IMSE20120595876360,SDJL88644173470301,374.93,1653615624.217154,1658454024.217156,084-48-9656,aceptado
ASOIGBSL6ZU,82,227,IMSE20120595876360,AKNE40114742645466,100.24,1650418824.217177,1658540424.217178,084-48-9656,pendiente
DFDRGBJ4JAC,82,227,IMSE20120595876360,SZQJ97632742192244,523.29,1651542024.217199,1657158024.217201,084-48-9656,aceptado
JGDIGBQ25OR,82,227,IMSE20120595876360,IDKD03195804976124,484.69,1650591624.217221,1658281224.217223,084-48-9656,pendiente
VTRNGB3T2O8,82,227,IMSE20120595876360,VWGH95200031071438,703.45,1651628424.217243,1657849224.217245,084-48-9656,aceptado
NDNMGBMHXPB,82,227,IMSE20120595876360,LWUN23889276308996,345.12,1653183624.217266,1657676424.217267,084-48-9656,aceptado
ENTQGB6ELKU,61,103,AYMQ81470570722957,KVBC39016431535786,121.24,1651628424.217545,1658108424.217547,583-92-8075,aceptado
TFTNGBX10SN,61,103,AYMQ81470570722957,RGHM17707303349821,444.35,1652665224.217568,1658022024.217569,583-92-8075,rechazado
MNSNGB6O3FA,61,103,AYMQ81470570722957,PYTM62001179113654,302.64,1653356424.21759,1657590024.217591,583-92-8075,aceptado
VVSPGB7CUVU,61,103,AYMQ81470570722957,BYTU89788515404006,747.83,1652233224.217612,1658108424.217613,583-92-8075,aceptado
PUWSGBS7EDE,61,103,AYMQ81470570722957,LAPS52328992477234,771.29,1652492424.217634,1658540424.217636,583-92-8075,rechazado
WJFIGBPFGMC,61,103,AYMQ81470570722957,FWDV32147750235300,214.45,1651542024.217657,1657158024.217658,583-92-8075,pendiente
JNICGB6CBIO,61,103,AYMQ81470570722957,IFSB74591645656553,496.4,1651801224.217679,1658022024.217681,583-92-8075,rechazado
CNEWGBWENO4,61,103,AYMQ81470570722957,QJVW73004529974630,968.7,1651714824.217701,1658454024.217703,583-92-8075,aceptado
YSCZGB7O63K,61,103,AYMQ81470570722957,ZEYR42649405195585,964.42,1650418824.217724,1658022024.217725,583-92-8075,pendiente
OTLHGBIHT56,61,103,AYMQ81470570722957,WTHX83408258394536,540.58,1652492424.217782,1658194824.217785,583-92-8075,aceptado
VWBMGBN13IY,61,103,AYMQ81470570722957,LRMK56643814157287,141.74,1653442824.217817,1658281224.217819,583-92-8075,rechazado
BRZAGB6P8XB,61,103,AYMQ81470570722957,RCIG21458058025719,814.79,1651196424.217845,1658108424.217847,583-92-8075,pendiente
YECQGBGOKYX,61,103,AYMQ81470570722957,HMVH40095894508909,658.76,1650591624.217867,1657762824.217869,583-92-8075,aceptado
GCNGGBJO40T,61,103,AYMQ81470570722957,MHOV74260336114152,907.31,1650764424.21789,1657503624.217892,583-92-8075,rechazado
LFXXGBRTZXP,61,103,AYMQ81470570722957,NDDG12338518343834,53.66,1650678024.217913,1657590024.217914,583-92-8075,rechazado
HWGNGBIZSNK,61,103,AYMQ81470570722957,ZCGT73195094230879,207.19,1650937224.217935,1657244424.217937,583-92-8075,pendiente
BKVKGBCSM5I,61,103,AYMQ81470570722957,UQLT36295882713757,39.33,1652924424.217958,1658022024.21796,583-92-8075,aceptado
UBWFGB9NX31,61,103,AYMQ81470570722957,XTNI20740190587697,339.6,1652146824.217981,1657244424.217982,583-92-8075,aceptado
HQEYGBL47JB,61,103,AYMQ81470570722957,YDGV05645895252151,562.91,1650418824.218007,1658281224.218009,583-92-8075,pendiente
TBMEGBDMYN4,61,103,AYMQ81470570722957,ILMD59268445290137,546.88,1652751624.218031,1657071624.218032,583-92-8075,aceptado
IZOFGB1N979,49,74,THQK55189402018519,XIEL93906856667180,584.99,1653529224.218326,1657849224.218328,095-41-3628,rechazado
OFPWGBI449X,49,74,THQK55189402018519,OIVD51758661890266,328.43,1650764424.218349,1658626824.21835,095-41-3628,pendiente
VTVQGBCNKEU,49,74,THQK55189402018519,LBBX92527497541527,843.54,1650332424.218371,1657071624.218373,095-41-3628,pendiente
MPMTGB7ZCUJ,49,74,THQK55189402018519,BWOZ64530539813642,492.87,1652146824.218394,1658022024.218396,095-41-3628,aceptado
FIUWGBKK3GW,49,74,THQK55189402018519,ANZZ95972964384595,238.68,1651628424.218422,1657762824.218424,095-41-3628,pendiente
TTHRGBZUI72,49,74,THQK55189402018519,MTTW96163037583837,817.37,1652233224.218447,1657590024.218449,095-41-3628,aceptado
QDMMGBSV2UY,49,74,THQK55189402018519,YWXP31224520998626,736.89,1651196424.218471,1658626824.218473,095-41-3628,pendiente
ODEPGB42LNL,49,74,THQK55189402018519,OBIO54696816743064,44.7,1651282824.218494,1657762824.218496,095-41-3628,aceptado
WDUWGBWI7L9,49,74,THQK55189402018519,TOSS76559254972834,88.64,1653615624.218518,1658540424.218519,095-41-3628,rechazado
OHHRGB04LC7,49,74,THQK55189402018519,COEI12587908926340,639.38,1653183624.218544,1657503624.218545,095-41-3628,aceptado
IJQDGBB5R1C,49,74,THQK55189402018519,USLA55131860694328,317.9,1653529224.218567,1657676424.218569,095-41-3628,rechazado
WIPBGB8447V,49,74,THQK55189402018519,DLZR33862604410744,490.31,1653183624.21859,1658022024.218592,095-41-3628,rechazado
UVPNGB8RCEF,49,74,THQK55189402018519,YLBN09039021386651,704.4,1652751624.218613,1658022024.218615,095-41-3628,aceptado
HGGIGBU8L8Z,49,74,THQK55189402018519,DUHK12283789916983,310.84,1651628424.218635,1657330824.218637,095-41-3628,pendiente
HHQCGBBXALT,49,74,THQK55189402018519,QWKI86719061548005,22.46,1650332424.218658,1658799624.218659,095-41-3628,rechazado
MPBEGBXHTJY,49,74,THQK55189402018519,FDHL80583935110157,119.66,1651282824.21868,1657071624.218682,095-41-3628,pendiente
VWNVGB54UKP,49,74,THQK55189402018519,MUWM75502718526507,768.88,1651110024.218703,1657071624.218705,095-41-3628,aceptado
LKTFGB0YVU8,49,74,THQK55189402018519,NTFL77359909381319,1.31,1652838024.218726,1658540424.218728,095-41-3628,pendiente
NEOCGBTYMB7,49,74,THQK55189402018519,FNOH49910700207236,832.85,1651887624.218753,1657762824.218755,095-41-3628,pendiente
YOHJGBAASAD,49,74,THQK55189402018519,EZUB32803128036879,863.17,1650850824.218779,1658022024.21878,095-41-3628,pendiente
QMIZGBB2L5M,2,1,GMNB60617350278768,BEEZ37101800851503,489.89,1652146824.219071,1658713224.219072,010-92-7568,pendiente
CGOAGBUYHZL,2,1,GMNB60617350278768,PRCS34403723500758,552.94,1653270024.219093,1658022024.219095,010-92-7568,pendiente
MTXRGB1TL09,2,1,GMNB60617350278768,MBBQ02813788830370,714.3,1650591624.219117,1658108424.219118,010-92-7568,rechazado
IUQDGB0FWA8,2,1,GMNB60617350278768,EYBF73715869793314,24.46,1653529224.219139,1658713224.219141,010-92-7568,pendiente
PJXMGB25W46,2,1,GMNB60617350278768,XMPM24494033370165,213.29,1651455624.219163,1657762824.219165,010-92-7568,aceptado
QHALGBOPTQ1,2,1,GMNB60617350278768,CPAW57704943298448,999.52,1653097224.219189,1657244424.219191,010-92-7568,pendiente
NIJEGBBPI5N,2,1,GMNB60617350278768,CZZD66815944677666,309.2,1653010824.219214,1658022024.219216,010-92-7568,aceptado
RRVPGB5D94C,2,1,GMNB60617350278768,IZDE88899605268405,737.92,1650850824.21924,1657330824.219241,010-92-7568,rechazado
AWXTGBGOE8P,2,1,GMNB60617350278768,VXAA03531303992588,670.78,1653529224.219265,1658626824.219266,010-92-7568,aceptado
ENSVGBTJNQ3,2,1,INZD72690529750043,QSRY26979733579586,42.22,1652060424.219316,1658540424.21932,010-92-7568,aceptado
JIEVGBQO90N,2,1,INZD72690529750043,QJNI47910046863069,919.96,1651628424.219363,1657158024.219364,010-92-7568,aceptado
HVBQGBIRXOQ,2,1,INZD72690529750043,QVAV57358599003767,853.35,1652233224.219387,1657762824.219389,010-92-7568,pendiente
ZHZXGBB7E5R,2,1,INZD72690529750043,XIJT10411389532761,957.84,1650246024.219411,1657158024.219413,010-92-7568,rechazado
RGALGBY029X,2,1,INZD72690529750043,LZBC21167625708345,320.29,1651801224.219435,1657935624.219437,010-92-7568,pendiente
NWYZGBQR8SV,2,1,INZD72690529750043,VSUH26894416851453,56.78,1650418824.219459,1657071624.219461,010-92-7568,rechazado
SJAXGBAXHYW,2,1,INZD72690529750043,SVNV51070314194604,129.62,1651887624.219482,1658540424.219484,010-92-7568,rechazado
TPZPGBX9JKB,2,1,INZD72690529750043,YDWW96385327186182,310.32,1650246024.219506,1657762824.219508,010-92-7568,pendiente
MSHDGBIMTR3,2,1,INZD72690529750043,QDOG25290466038172,159.23,1652319624.219581,1657071624.219583,010-92-7568,rechazado
TXIHGBTD7JO,2,1,INZD72690529750043,XHOZ70614396311163,60.84,1650505224.219617,1657330824.219619,010-92-7568,rechazado
TLKZGBM4H5Q,2,1,INZD72690529750043,JADL83906021217539,439.19,1650591624.219641,1658799624.219643,010-92-7568,pendiente
CUVNGBUSU9H,57,85,LGMP54092434423528,CDPK91342040014456,106.97,1651714824.219927,1658194824.219928,169-89-4387,pendiente
VHGMGB0JEPO,57,85,LGMP54092434423528,NEUV98196754971761,312.71,1650505224.219949,1658713224.219951,169-89-4387,pendiente
JWXNGBS0DDZ,57,85,LGMP54092434423528,NDJO42692963228133,966.78,1650591624.219972,1658194824.219974,169-89-4387,aceptado
MIZAGBZGAHB,57,85,LGMP54092434423528,LJZJ77890544687904,282.36,1653615624.219995,1657849224.219997,169-89-4387,rechazado
JBAMGB99J5G,57,85,LGMP54092434423528,NAGX13483061983141,91.29,1652838024.220018,1658022024.22002,169-89-4387,aceptado
ZCSBGB0NPPA,57,85,LGMP54092434423528,SMVW61710425733453,190.54,1653529224.220042,1657849224.220044,169-89-4387,pendiente
CDVXGBNN2X8,57,85,LGMP54092434423528,YEEU73722540241788,985.02,1652578824.220066,1658540424.220068,169-89-4387,pendiente
KWLXGBA1YY4,57,85,LGMP54092434423528,HNXH78051649917531,264.23,1652060424.22009,1657762824.220092,169-89-4387,rechazado
NKEAGBNNZZI,57,85,FCAN15951254818256,UFWE05433470848190,917.75,1650937224.220113,1657590024.220115,169-89-4387,rechazado
XYPYGBR98C0,57,85,FCAN15951254818256,GFWS60276787587714,73.15,1650591624.220154,1657244424.220155,169-89-4387,pendiente
ZKGAGB0ULHP,57,85,FCAN15951254818256,CNUG11516663570582,884.85,1650591624.220177,1657762824.220179,169-89-4387,pendiente
XKMVGBUULMP,57,85,FCAN15951254818256,JJSX02028456946335,384.96,1653529224.2202,1658540424.220202,169-89-4387,aceptado
MDMYGB9PTAL,57,85,FCAN15951254818256,PZUK20424389616776,813.11,1653010824.220222,1658022024.220224,169-89-4387,rechazado
SJLKGB6V02L,57,85,VNCA34039226236980,FABT24449631104388,680.08,1652406024.220245,1657849224.220246,169-89-4387,pendiente
LCHLGBXMCU6,57,85,VNCA34039226236980,VAVK81853981777899,297.79,1650678024.220284,1658194824.220285,169-89-4387,pendiente
WUDLGBQBFRI,57,85,VNCA34039226236980,OSSO39188090069673,65.06,1651628424.220306,1657849224.220308,169-89-4387,rechazado
OIJCGB8EIHE,57,85,VNCA34039226236980,AKAN93791914962430,207.4,1652406024.220328,1657417224.22033,169-89-4387,aceptado
RHTBGBI9VGE,57,85,VNCA34039226236980,XXFN83502676164043,705.93,1653097224.220351,1658281224.220352,169-89-4387,pendiente
ZEYSGBLWIQ7,57,85,VNCA34039226236980,EMSV25380566031527,690.01,1652060424.220373,1657071624.220374,169-89-4387,pendiente
PUWIGBP8ASN,57,85,VNCA34039226236980,XRDW81785702827372,930.34,1650418824.220395,1657071624.220396,169-89-4387,rechazado
BZOFGBM5EIY,11,292,DYXZ98727678473650,PNET45313296075457,534.7,1653097224.220674,1657158024.220675,438-39-8271,rechazado
SDHNGB5TT7H,11,292,DYXZ98727678473650,DAYA54693639191490,487.55,1653010824.220697,1658540424.220698,438-39-8271,aceptado
CXONGBYMIWE,11,292,DYXZ98727678473650,MJWL62569918654519,466.16,1651628424.220719,1657849224.220721,438-39-8271,aceptado
AIWWGBOUFJO,11,292,DYXZ98727678473650,FOHG17209250432185,806.06,1653010824.220742,1657071624.220743,438-39-8271,aceptado
QNBJGBAE1EY,11,292,DYXZ98727678473650,PTCS95005116769549,181.85,1653183624.220764,1658022024.220765,438-39-8271,pendiente
QRRBGBEHME0,11,292,DYXZ98727678473650,SSZB34380870800125,119.46,1650764424.220786,1658626824.220788,438-39-8271,aceptado
XTSXGBCZUYA,11,292,DYXZ98727678473650,OPZR16287257217076,757.41,1651282824.220808,1657330824.22081,438-39-8271,pendiente
PRJLGB4DQAS,11,292,DYXZ98727678473650,TCBY79119272901065,167.12,1652924424.220831,1658454024.220833,438-39-8271,rechazado
JHFVGBTO9GM,11,292,DYXZ98727678473650,KDLN79103127076829,76.55,1651110024.220853,1657244424.220855,438-39-8271,pendiente
UHONGBHA6IK,11,292,DYXZ98727678473650,UAXE61188339011095,955.11,1653010824.220876,1657762824.220877,438-39-8271,aceptado
DZZFGBY99M2,11,292,DYXZ98727678473650,GLDK25390887192957,130.22,1651801224.220898,1658194824.220899,438-39-8271,rechazado
ZPGHGBETID1,11,292,DYXZ98727678473650,EQFP52024553496459,931.84,1650937224.22092,1657244424.220921,438-39-8271,pendiente
IJQRGBR94ZQ,11,292,AXVP42430747015398,HMGU61241428297666,415.25,1651110024.220942,1658799624.220944,438-39-8271,pendiente
